kanda,sarga,shloka,shloka_text,explanation
Yuddha Kanda,4,87,वाप्यस्तस्मिन् गिरौ शिता: पल्वलानि तथैव च । चक्रवाकानुचरिताः कारण्डवनिषेविताः ।।6.4.85।। प्लवैः क्रौञ्चेश्च सङ्कीर्णा वराहमृग सेविताः । ऋक्षैस्तरक्षुभिस्सिम्हैश्शार्दूलैश्च भयावहैः ।।6.4.86।। व्यालैश्च बहुभिर्भीमै स्सेव्यमाना स्समन्ततः । पद्मैस्सौगन्दिकैः पुल्लैः कुमुदैश्चोत्पलैस्तथा ।।6.4.87।। वारिजैर्विविधैः पुष्पै रम्यास्तत्र जलाशयाः ।,"In the mountains were reservoirs of water and ponds with cool water inhabited by flocks of Chakravaka birds, water birds like ravens and Krauncha birds. The woodlands were terrific, frequented by boars, bears, hyenas, lions and frightening tigers and many kinds of wild elephants. With flowers in full bloom, the white, blue and red lotuses in the lakes were delightful."
Yuddha Kanda,4,88,तस्य सानुषु कूजन्ति नानाद्विजगणास्तथा ।।6.4.88।। स्नात्वा पीत्वोदकान्यत्र जले क्रीडन्ति वानराः । अन्योन्यं प्लावयन्ति स्म शैलमारुह्य वानराः ।।6.4.89।।,At that time different kinds of flocks of birds were singing in the mountain ranges. The vanaras after having taken their bath were drinking and sporting with water with each other (pouring water over another) climbing up the mountain.
Yuddha Kanda,4,89,तस्य सानुषु कूजन्ति नानाद्विजगणास्तथा ।।6.4.88।। स्नात्वा पीत्वोदकान्यत्र जले क्रीडन्ति वानराः । अन्योन्यं प्लावयन्ति स्म शैलमारुह्य वानराः ।।6.4.89।।,At that time different kinds of flocks of birds were singing in the mountain ranges. The vanaras after having taken their bath were drinking and sporting with water with each other (pouring water over another) climbing up the mountain.
Yuddha Kanda,4,90,फलान्य मृतगन्धीनि मूलानि कुसुमानि च । बभञ्जुर्वास्तत्र पादपानं मदोत्कटाः ।।6.4.90।।,"Then the vanaras who were deluded with pride climbed the trees and ate the fruits with nectar like aroma, roots and flowers."
Yuddha Kanda,4,91,द्रोणमात्रप्रमाणानि लम्बमानानि वानराः । ययुः पिबन्त हृष्टास्ते मधूनि मधुपिङ्गलाः ।।6.4.91।।,The tawnyeyed monkeys went joyfully drinking the honey from the large honeycombs hanging there.
Yuddha Kanda,4,92,पादपानवभञ्जन्तो विकर्षन्त स्तथा लताः । विधमन्तो गिरिवरान्प्रययुः प्लवगर्षभाः ।।6.4.92।।,"The vanaras (who are best among leaping animals) went smashing the trees, pulling out the creepers and purposefully destroying the mountains (on their way)."
Yuddha Kanda,4,93,वृक्षेभ्योऽन्ये तु कपयो नदन्तो मधुदर्पिताः । अन्ये वृक्षान्प्रपद्यन्ते प्रपिबन्त्यपि चापरे ।।6.4.93।।,"While some monkeys that were intoxicated by drinking excessive honey walked where there were no trees, others climbed the tree tops and jumped."
Yuddha Kanda,4,94,बभूव वसुधा तैस्तु सम्पूर्णा हरियूथपै: । यथा कलमकेदारैः पक्वैरिव वसुन्दरा ।।6.4.94।।,That land filled completely with the vanara heroes seemed like a fully ripe paddy field.
Yuddha Kanda,4,95,महेन्द्रमथ सम्प्राप्य रामो राजीवलोचनः । अध्यारोहन्महाबाहुश्शिखरं द्रुमभूषितम् ।।6.4.95।।,At that time Lotuseyed Rama of mighty shoulders climbed up the the top of mountain Mahendra adorned with beautiful trees.
Yuddha Kanda,4,96,ततश्शिखरमारुह्य रामो दशरथात्मजः । कूर्ममीनसमाकीर्णमपश्यत्सलिलाकुलम् ।।6.4.96।।,Then Rama the son of Dasaratha on climbing to the top (of Mahendra mountain) observed the ocean inhabited by tortoises and fish.
Yuddha Kanda,4,97,ते सह्यं समतिक्रम्य मलयं च महागिरिम् । आसेदुरानुपूर्व्येण समुद्रं भमनिस्स्वनम् ।।6.4.97।।,The vanaras crossing over the great Sahya and Malaya mountains one after another reached near the frightening ocean.
Yuddha Kanda,4,98,अवरुह्य जगामाशु वेलावनमनुत्तमम् । रामो रमयतां श्रेष्ट स्ससुग्रीव स्सलक्ष्मणः ।।6.4.98।।,"Rama, who causes delight to others, got down (the mountain) along with Lakshmana and Sugriva and soon reached the wood on the sea coast."
